,village_name,district_name,population
2227,Sokoľany,Košice-okolie,1378
2228,Sokolce,Komárno,1190
2229,Sokolovce,Piešťany,1367
2230,Soľ,Vranov nad Topľou,2597
2231,Solčany,Topoľčany,2475
2232,Solčianky,Topoľčany,257
2233,Soľnička,Trebišov,230
2234,Soľník,Stropkov,31
2235,Sološnica,Malacky,1587
2236,Somotor,Trebišov,1409
2237,Sopkovce,Humenné,97
2238,Spišská Belá,Kežmarok,6733
2239,Spišská Nová Ves,Spišská Nová Ves,37007
2240,Spišská Stará Ves,Kežmarok,2230
2241,Spišská Teplica,Poprad,2260
2242,Spišské Bystré,Poprad,2549
2243,Spišské Hanušovce,Kežmarok,789
2244,Spišské Podhradie,Levoča,3985
2245,Spišské Tomášovce,Spišská Nová Ves,2102
2246,Spišské Vlachy,Spišská Nová Ves,3459
2247,Spišský Hrhov,Levoča,1685
2248,Spišský Hrušov,Spišská Nová Ves,1294
2249,Spišský Štiavnik,Poprad,2907
2250,Spišský Štvrtok,Levoča,2524
2251,Stakčín,Snina,2434
2252,Stakčínska Roztoka,Snina,306
2253,Stanča,Trebišov,406
2254,Stankovany,Ružomberok,1167
2255,Stankovce,Trebišov,163
2256,Stará Bašta,Rimavská Sobota,336
2257,Stará Bystrica,Čadca,2751
2258,Stará Halič,Lučenec,658
2259,Stará Huta,Detva,326
2260,Stará Kremnička,Žiar nad Hronom,1156
2261,Stará Lehota,Nové Mesto nad Váhom,199
2262,Stará Lesná,Kežmarok,1018
2263,Stará Ľubovňa,Stará Ľubovňa,16327
2264,Stará Turá,Nové Mesto nad Váhom,8764
2265,Stará Voda,Gelnica,200
2266,Staré,Michalovce,765
2267,Staré Hory,Banská Bystrica,555
2268,Starina,Stará Ľubovňa,49
2269,Starý Hrádok,Levice,203
2270,Starý Smokovec,Poprad,47
2271,Starý Tekov,Levice,1490
2272,Staškov,Čadca,2806
2273,Staškovce,Stropkov,245
2274,Stebnícka Huta,Bardejov,225
2275,Stebník,Bardejov,301
2276,Stožok,Detva,1058
2277,Stráňany,Stará Ľubovňa,190
2278,Stráňavy,Žilina,1870
2279,Stráne pod Tatrami,Kežmarok,2629
2280,Stránska,Rimavská Sobota,348
2281,Stránske,Žilina,872
2282,Stratená,Rožňava,126
2283,Stráža,Žilina,673
2284,Stráže nad Myjavou,Senica,4965
2285,Strážne,Trebišov,579
2286,Strážske,Michalovce,4250
2287,Streda nad Bodrogom,Trebišov,2217
2288,Stredné Plachtince,Veľký Krtíš,587
2289,Strekov,Nové Zámky,1962
2290,Strelníky,Banská Bystrica,777
2291,Stretava,Michalovce,702
2292,Stretavka,Michalovce,165
2293,Streženice,Púchov,1044
2294,Strihovce,Snina,146
2295,Stročín,Svidník,568
2296,Stropkov,Stropkov,10438
2297,Studená,Rimavská Sobota,274
2298,Studenec,Levoča,494
2299,Studienka,Malacky,1624
2300,Stuľany,Bardejov,559
2301,Stupava,Malacky,12108
2302,Stupné,Považská Bystrica,689
2303,Sučany,Martin,4714
2304,Sudince,Krupina,82
2305,Súdovce,Krupina,219
2306,Suchá Dolina,Prešov,212
2307,Suchá Hora,Tvrdošín,1448
2308,Suchá nad Parnou,Trnava,2203
2309,Sucháň,Veľký Krtíš,273
2310,Suché,Michalovce,407
2311,Suché Brezovo,Veľký Krtíš,94
2312,Suchohrad,Malacky,647
2313,Sukov,Medzilaborce,156
2314,Sulín,Stará Ľubovňa,316
2315,Súlovce,Topoľčany,515
2316,Sušany,Poltár,435
2317,Sútor,Rimavská Sobota,607
2318,Svätá Mária,Trebišov,563
2319,Svätoplukovo,Nitra,1342
2320,Svätuš,Sobrance,108
2321,Svätuše,Trebišov,786
2322,Svätý Anton,Banská Štiavnica,1199
2323,Svätý Jur,Pezinok,5724
2324,Svätý Kríž,Liptovský Mikuláš,829
2325,Svätý Peter,Komárno,2782
2326,Svederník,Žilina,1447
2327,Sverepec,Považská Bystrica,1359
2328,Sveržov,Bardejov,620
2329,Svetlice,Medzilaborce,101
2330,Svidnička,Svidník,137
2331,Svidník,Svidník,10752
2332,Svinia,Prešov,2396
2333,Svinica,Košice-okolie,916
2334,Svinice,Trebišov,220
2335,Svinná,Trenčín,1570
2336,Svodín,Nové Zámky,2477
2337,Svrbice,Topoľčany,199
2338,Svrčinovec,Čadca,3487
2339,Šahy,Levice,7219
2340,Šajdíkove Humence,Senica,1112
2341,Šaľa,Šaľa,21689
2342,Šalgočka,Galanta,467
2343,Šalgovce,Topoľčany,516
2344,Šalov,Levice,354
2345,Šambron,Stará Ľubovňa,376
2346,Šamorín,Dunajská Streda,13350
2347,Šamudovce,Michalovce,653
2348,Šandal,Stropkov,330
2349,Šarbov,Svidník,16
2350,Šarišská Poruba,Prešov,638
2351,Šarišská Trstená,Prešov,359
2352,Šarišské Bohdanovce,Prešov,921
2353,Šarišské Čierne,Bardejov,297
2354,Šarišské Dravce,Sabinov,1189
2355,Šarišské Jastrabie,Stará Ľubovňa,1483
2356,Šarišské Lužianky,Prešov,1144
2357,Šarišské Michaľany,Sabinov,2828
2358,Šarišské Sokolovce,Sabinov,590
2359,Šarišský Štiavnik,Svidník,278
2360,Šarkan,Nové Zámky,378
2361,Šarovce,Levice,1597
2362,Šašová,Bardejov,159
2363,Šávoľ,Lučenec,547
2364,Šebešťanová,Považská Bystrica,577
2365,Šelpice,Trnava,885
2366,Šemetkovce,Svidník,85
2367,Šemša,Košice-okolie,865
2368,Šenkvice,Pezinok,5095
2369,Šiatorská Bukovinka,Lučenec,298
2370,Šiba,Bardejov,634
2371,Šíd,Lučenec,1327
2372,Šimonovce,Rimavská Sobota,562
2373,Šindliar,Prešov,540
2374,Šintava,Galanta,1741
2375,Šípkov,Bánovce nad Bebravou,145
2376,Šípkové,Piešťany,297
2377,Širákov,Veľký Krtíš,197
2378,Širkovce,Rimavská Sobota,977
2379,Široké,Prešov,2512
2380,Šišov,Bánovce nad Bebravou,506
2381,Šivetice,Revúca,375
2382,Šmigovec,Snina,79
2383,Šoltýska,Poltár,97
2384,Šoporňa,Galanta,4154
2385,Špačince,Trnava,3010
2386,Špania Dolina,Banská Bystrica,215
2387,Španie Pole,Rimavská Sobota,76
2388,Šrobárová,Komárno,514
2389,Štefanov,Senica,1646
2390,Štefanov nad Oravou,Tvrdošín,688
2391,Štefanová,Pezinok,354
2392,Štefanovce,Prešov,199
2393,Štefanovce,Vranov nad Topľou,107
2394,Štefanovičová,Nitra,367
2395,Štefurov,Svidník,113
2396,Šterusy,Piešťany,503
2397,Štiavnické Bane,Banská Štiavnica,820
2398,Štiavnička,Ružomberok,877
2399,Štitáre,Nitra,1003
2400,Štítnik,Rožňava,1537
2401,Štós,Košice-okolie,760
2402,Štôla,Poprad,534
2403,Štrba,Poprad,3483
2404,Štrbské Pleso,Poprad,20
2405,Štrkovec,Rimavská Sobota,376
2406,Štúrovo,Nové Zámky,10186
2407,Štvrtok,Trenčín,381
2408,Štvrtok na Ostrove,Dunajská Streda,1725
2409,Šuja,Žilina,328
2410,Šuľa,Veľký Krtíš,66
2411,Šuľany,Dunajská Streda,1231
2412,Šumiac,Brezno,1268
2413,Šuňava,Poprad,1977
2414,Šurany,Nové Zámky,9659
2415,Šurianky,Nitra,574
2416,Šurice,Lučenec,484
2417,Šúrovce,Trnava,2315
2418,Šutovce,Prievidza,446
2419,Šútovo,Martin,512
2420,Švábovce,Poprad,1570
2421,Švedlár,Gelnica,2177
2422,Švošov,Ružomberok,868
2423,Tachty,Rimavská Sobota,557
2424,Tajná,Nitra,281
2425,Tajov,Banská Bystrica,655
2426,Ťapešovo,Námestovo,750
2427,Tarnov,Bardejov,406
2428,Tašuľa,Sobrance,183
2429,Tatranská Javorina,Poprad,198
2430,Tatranská Kotlina,Poprad,242
2431,Tatranská Lesná,Poprad,13
2432,Tatranská Lomnica,Poprad,1323
2433,Tatranská Polianka,Poprad,177
2434,Tatranská Štrba,Poprad,1073
2435,Tatranské Matliare,Poprad,101
2436,Tatranské Zruby,Poprad,71
2437,Tehla,Levice,491
2438,Tekolďany,Hlohovec,134
2439,Tekovská Breznica,Žarnovica,1220
2440,Tekovská Nová Ves,Levice,1470
2441,Tekovské Lužany,Levice,2810
2442,Tekovské Nemce,Zlaté Moravce,1091
2443,Tekovský Hrádok,Levice,365
2444,Telgárt,Brezno,1516
2445,Telince,Nitra,427
2446,Temeš,Prievidza,217
2447,Teplička,Spišská Nová Ves,1154
2448,Teplička nad Váhom,Žilina,4249
2449,Tepličky,Hlohovec,297
2450,Teplý Vrch,Rimavská Sobota,278
2451,Terany,Krupina,605
2452,Terchová,Žilina,4076
2453,Teriakovce,Prešov,820
2454,Terňa,Prešov,1316
2455,Tesáre,Topoľčany,719
2456,Tesárske Mlyňany,Zlaté Moravce,1754
2457,Tešedíkovo,Šaľa,3688
2458,Tichý Potok,Sabinov,322
2459,Timoradza,Bánovce nad Bebravou,516
2460,Tisinec,Stropkov,483
2461,Tisovec,Rimavská Sobota,4087
2462,Tlmače,Levice,3520
2463,Tokajík,Stropkov,98
2464,Tomášikovo,Galanta,1687
2465,Tomášov,Senec,2599
2466,Tomášovce,Rimavská Sobota,176
2467,Tomášovce,Lučenec,1348
2468,Topoľa,Snina,149
2469,Topoľčany,Topoľčany,24785
2470,Topoľčianky,Zlaté Moravce,2642
2471,Topoľnica,Galanta,794
2472,Topoľníky,Dunajská Streda,3152
2473,Topoľovka,Humenné,807
2474,Toporec,Kežmarok,2006
2475,Tornaľa,Revúca,7114
2476,Torysky,Levoča,323
2477,Tovarné,Vranov nad Topľou,986
2478,Tovarnianska Polianka,Vranov nad Topľou,115
2479,Tovarníky,Topoľčany,1506
2480,Tôň,Komárno,720
2481,Trakovice,Hlohovec,1565
2482,Trávnica,Nové Zámky,1043
2483,Trebatice,Piešťany,1359
2484,Trebejov,Košice-okolie,205
2485,Trebeľovce,Lučenec,903
2486,Trebichava,Bánovce nad Bebravou,43
2487,Trebišov,Trebišov,24649
2488,Trebostovo,Martin,592
2489,Trebušovce,Veľký Krtíš,182
2490,Trenč,Lučenec,539
2491,Trenčianska Teplá,Trenčín,4244
2492,Trenčianska Turná,Trenčín,3485
2493,Trenčianska Závada,Trenčín,6414
2494,Trenčianske Bohuslavice,Nové Mesto nad Váhom,928
2495,Trenčianske Jastrabie,Trenčín,1250
2496,Trenčianske Mitice,Trenčín,781
2497,Trenčianske Stankovce,Trenčín,3351
2498,Trenčianske Teplice,Trenčín,4162
2499,Trenčín,Trenčín,55383
2500,Trhová Hradská,Dunajská Streda,2158
2501,Trhovište,Michalovce,2046
2502,Trnava,Trnava,65033
2503,Trnavá Hora,Žiar nad Hronom,1248
2504,Trnava pri Laborci,Michalovce,570
2505,Trnávka,Trebišov,190
2506,Trnávka,Dunajská Streda,504
2507,Tŕnie,Zvolen,422
2508,Trnkov,Prešov,247
2509,Trnové,Žilina,2555
2510,Trnovec,Skalica,300
2511,Trnovec nad Váhom,Šaľa,2703
2512,Trnovo,Martin,275
2513,Tročany,Bardejov,294
2514,Trpín,Krupina,110
2515,Trsťany,Košice-okolie,297
2516,Trsťany,Spišská Nová Ves,297
2517,Trstená,Tvrdošín,7360
2518,Trstená na Ostrove,Dunajská Streda,573
2519,Trstené,Liptovský Mikuláš,222
2520,Trstené pri Hornáde,Košice-okolie,1559
2521,Trstice,Galanta,3775
2522,Trstín,Trnava,1439
2523,Trubín,Žiar nad Hronom,349
2524,Tuhár,Lučenec,344
2525,Tuhrina,Prešov,490
2526,Tuchyňa,Ilava,792
2527,Tulčík,Prešov,1320
2528,Tupá,Levice,571
2529,Turá,Levice,204
2530,Turany,Martin,4278
2531,Turany nad Ondavou,Stropkov,366
2532,Turcovce,Humenné,310
2533,Turček,Turčianske Teplice,617
2534,Turčianky,Partizánske,144
2535,Turčianska Štiavnička,Martin,940
2536,Turčianske Jaseno,Martin,410
2537,Turčianske Kľačany,Martin,989
2538,Turčianske Teplice,Turčianske Teplice,6330
2539,Turčiansky Ďur,Martin,172
2540,Turčiansky Peter,Martin,512
2541,Turčok,Revúca,282
2542,Tureň,Senec,1161
2543,Turie,Žilina,2036
2544,Turík,Ružomberok,254
2545,Turňa nad Bodvou,Košice-okolie,3646
2546,Turnianska Nová Ves,Košice-okolie,321
2547,Turová,Zvolen,424
2548,Turzovka,Čadca,7515
2549,Tušice,Michalovce,669
2550,Tušická Nová Ves,Michalovce,532
2551,Tužina,Prievidza,1204
2552,Tvarožná,Kežmarok,721
2553,Tvrdomestice,Topoľčany,451
2554,Tvrdošín,Tvrdošín,9201
2555,Tvrdošovce,Nové Zámky,5082
2556,Ubľa,Snina,773
2557,Úbrež,Sobrance,852
2558,Udavské,Humenné,1221
2559,Uderiná,Lučenec,2003
2560,Udiča,Považská Bystrica,2241
2561,Údol,Stará Ľubovňa,369
2562,Uhliská,Levice,184
2563,Úhorná,Gelnica,139
2564,Uhorská Ves,Liptovský Mikuláš,500
2565,Uhorské,Poltár,516
2566,Uhrovské Podhradie,Bánovce nad Bebravou,35
2567,Úľany nad Žitavou,Nové Zámky,1533
2568,Ulič,Snina,841
2569,Uličské Krivé,Snina,243
2570,Uloža,Levoča,203
2571,Uňatín,Krupina,184
2572,Unín,Skalica,1223
2573,Urmince,Topoľčany,1409
2574,Utekáč,Poltár,923
2575,Uzovce,Sabinov,539
2576,Uzovská Panica,Rimavská Sobota,824
2577,Uzovské Pekľany,Sabinov,483
2578,Uzovský Šalgov,Sabinov,632
2579,Vaďovce,Nové Mesto nad Váhom,726
2580,Vagrinec,Svidník,121
2581,Váhovce,Galanta,2095
2582,Vajkovce,Košice-okolie,964
2583,Valaliky,Košice-okolie,4583
2584,Valaská,Brezno,3627
2585,Valaská Belá,Prievidza,2079
2586,Valaská Dubová,Ružomberok,786
2587,Valča,Martin,1763
2588,Valentovce,Medzilaborce,44
2589,Valice,Rimavská Sobota,317
2590,Valkovce,Svidník,206
2591,Vaľkovňa,Brezno,437
2592,Vaľkovo,Poltár,464
2593,Vaniškovce,Bardejov,371
2594,Vápeník,Svidník,38
2595,Varadka,Bardejov,228
2596,Varechovce,Stropkov,149
2597,Varhaňovce,Prešov,1516
2598,Varín,Žilina,3859
2599,Vasiľov,Námestovo,826
2600,Vavrečka,Námestovo,1581
2601,Vavrinec,Vranov nad Topľou,55
2602,Vavrišovo,Liptovský Mikuláš,690
2603,Važec,Liptovský Mikuláš,2415
2604,Včelince,Rimavská Sobota,813
2605,Večelkov,Rimavská Sobota,228
2606,Vechec,Vranov nad Topľou,3009
2607,Veľaty,Trebišov,820
2608,Velčice,Zlaté Moravce,838
2609,Veličná,Dolný Kubín,1338
2610,Veľká Čalomija,Veľký Krtíš,587
2611,Veľká Čausa,Prievidza,498
2612,Veľká Čierna,Žilina,354
2613,Veľká Dolina,Nitra,687
2614,Veľká Dolina,Lučenec,687
2615,Veľká Franková,Kežmarok,330
2616,Veľká Hradná,Trenčín,749
2617,Veľká Ida,Košice-okolie,3867
2618,Veľká Lehota,Žarnovica,1087
2619,Veľká Lehota,Prievidza,1087
2620,Veľká Lesná,Stará Ľubovňa,498
2621,Veľká Lodina,Košice-okolie,305
2622,Veľká Lomnica,Kežmarok,4983
2623,Veľká Lúka,Zvolen,796
2624,Veľká Mača,Galanta,2538
2625,Veľká nad Ipľom,Lučenec,921
2626,Veľká Paka,Dunajská Streda,963
2627,Veľká Tŕňa,Trebišov,445
2628,Veľká Ves,Nitra,441
2629,Veľká Ves,Poltár,441
2630,Veľká Ves nad Ipľom,Veľký Krtíš,395
2631,Veľké Bielice,Partizánske,22269
2632,Veľké Bierovce,Trenčín,716
2633,Veľké Blahovo,Dunajská Streda,1583
2634,Veľké Borové,Liptovský Mikuláš,46
2635,Veľké Dravce,Lučenec,708
2636,Veľké Držkovce,Bánovce nad Bebravou,35
2637,Veľké Dvorany,Topoľčany,736
2638,Veľké Dvorníky,Dunajská Streda,1322
2639,Veľké Hoste,Bánovce nad Bebravou,567
2640,Veľké Chlievany,Bánovce nad Bebravou,501
2641,Veľké Chyndice,Nitra,325
2642,Veľké Kapušany,Michalovce,8862
2643,Veľké Kosihy,Komárno,950
2644,Veľké Kostoľany,Piešťany,2778
2645,Veľké Kozmálovce,Levice,698
2646,Veľké Kršteňany,Partizánske,598
2647,Veľké Leváre,Malacky,3617
2648,Veľké Lovce,Nové Zámky,1838
2649,Veľké Ludince,Levice,1443
2650,Veľké Orvište,Piešťany,1068
2651,Veľké Ozorovce,Trebišov,755
2652,Veľké Pole,Žarnovica,431
2653,Veľké Raškovce,Michalovce,295
2654,Veľké Revištia,Sobrance,524
2655,Veľké Ripňany,Topoľčany,2042
2656,Veľké Rovné,Bytča,3750
2657,Veľké Slemence,Michalovce,567
2658,Veľké Straciny,Veľký Krtíš,177
2659,Veľké Teriakovce,Rimavská Sobota,831
2660,Veľké Trakany,Trebišov,1439
2661,Veľké Turovce,Levice,759
2662,Veľké Uherce,Partizánske,2017
2663,Veľké Úľany,Galanta,4689
2664,Veľké Vozokany,Zlaté Moravce,457
2665,Veľké Zálužie,Nitra,4238
2666,Veľké Zlievce,Veľký Krtíš,503
2667,Veľkrop,Stropkov,245
2668,Veľký Biel,Senec,2850
2669,Veľký Blh,Rimavská Sobota,1182
2670,Veľký Cetín,Nitra,1545
2671,Veľký Čepčín,Turčianske Teplice,252
2672,Veľký Ďur,Levice,1254
2673,Veľký Folkmar,Gelnica,903
2674,Veľký Grob,Galanta,1368
2675,Veľký Horeš,Trebišov,1045
2676,Veľký Kamenec,Trebišov,756
2677,Veľký Klíž,Partizánske,907
2678,Veľký Krtíš,Veľký Krtíš,11755
2679,Veľký Kýr,Nové Zámky,2965
2680,Veľký Lapáš,Nitra,1739
2681,Veľký Lom,Veľký Krtíš,162
2682,Veľký Meder,Dunajská Streda,8612
2683,Veľký Slavkov,Poprad,1462
2684,Veľký Slivník,Prešov,326
2685,Veľký Šariš,Prešov,6426
2686,Veľopolie,Humenné,363
2687,Velušovce,Topoľčany,487
2688,Vernár,Poprad,581
2689,Veselé,Piešťany,1234
2690,Veterná Poruba,Liptovský Mikuláš,380
2691,Vidiná,Lučenec,1775
2692,Vieska,Dunajská Streda,408
2693,Vieska,Veľký Krtíš,211
2694,Vieska nad Blhom,Rimavská Sobota,176
2695,Vieska nad Žitavou,Zlaté Moravce,458
2696,Vígľaš,Detva,1588
2697,Vikartovce,Poprad,1887
2698,Vinica,Veľký Krtíš,1778
2699,Viničky,Trebišov,493
2700,Viničné,Pezinok,2577
2701,Vinné,Michalovce,1895
2702,Vinodol,Nitra,2005
2703,Vinohrady nad Váhom,Galanta,1595
2704,Vinosady,Pezinok,1416
2705,Virt,Komárno,303
2706,Vislanka,Stará Ľubovňa,258
2707,Vislava,Stropkov,184
2708,Visolaje,Púchov,965
2709,Višňov,Trebišov,245
2710,Višňové,Žilina,2914
2711,Višňové,Nové Mesto nad Váhom,170
2712,Višňové,Revúca,70
2713,Vištuk,Pezinok,1357
2714,Vitanová,Tvrdošín,1341
2715,Víťaz,Prešov,2018
2716,Víťazovce,Humenné,307
2717,Vítkovce,Spišská Nová Ves,592
2718,Vlača,Vranov nad Topľou,224
2719,Vladiča,Stropkov,66
2720,Vlachovo,Rožňava,806
2721,Vlachy,Liptovský Mikuláš,609
2722,Vlčany,Šaľa,3220
2723,Vlčkovce,Trnava,1385
2724,Vlkanová,Banská Bystrica,1318
2725,Vlkas,Nové Zámky,327
2726,Vlková,Kežmarok,835
2727,Vlkovce,Kežmarok,481
2728,Vlky,Senec,405
2729,Vlkyňa,Rimavská Sobota,391
2730,Voderady,Trnava,1588
2731,Vojany,Michalovce,897
2732,Vojčice,Trebišov,2172
2733,Vojka,Trebišov,496
2734,Vojka nad Dunajom,Dunajská Streda,454
2735,Vojkovce,Spišská Nová Ves,419
2736,Vojňany,Kežmarok,307
2737,Vojnatina,Sobrance,239
2738,Vojtovce,Stropkov,102
2739,Voľa,Michalovce,266
2740,Volica,Medzilaborce,271
2741,Volkovce,Zlaté Moravce,1001
2742,Voznica,Žarnovica,649
2743,Vozokany,Galanta,1174
2744,Vozokany,Topoľčany,358
2745,Vozokany nad Hronom,Levice,1476
2746,Vráble,Nitra,8551
2747,Vrádište,Skalica,828
2748,Vrakúň,Dunajská Streda,2735
2749,Vranie,Žilina,736
2750,Vranov nad Topľou,Vranov nad Topľou,22245
2751,Vrbnica,Michalovce,1187
2752,Vrbov,Kežmarok,1546
2753,Vrbová nad Váhom,Komárno,528
2754,Vrbovce,Myjava,1491
2755,Vrbové,Piešťany,5907
2756,Vrbovka,Veľký Krtíš,329
2757,Vrchteplá,Považská Bystrica,263
2758,Vrícko,Martin,455
2759,Vršatské Podhradie,Ilava,220
2760,Vrútky,Martin,7748
2761,Vtáčkovce,Košice-okolie,1196
2762,Výborná,Kežmarok,1286
2763,Vydrany,Dunajská Streda,1725
2764,Vydrná,Púchov,303
2765,Vydrník,Poprad,1265
2766,Vyhne,Žiar nad Hronom,1167
2767,Výrava,Medzilaborce,179
2768,Vysočany,Bánovce nad Bebravou,110
2769,Vysoká,Sabinov,121
2770,Vysoká,Banská Štiavnica,144
2771,Vysoká nad Kysucou,Čadca,2620
2772,Vysoká nad Uhom,Michalovce,796
2773,Vysoká pri Morave,Malacky,2301
2774,Vyškovce,Stropkov,126
2775,Vyškovce nad Ipľom,Levice,652
2776,Vyšná Boca,Liptovský Mikuláš,101
2777,Vyšná Hutka,Košice-okolie,493
2778,Vyšná Jablonka,Humenné,52
2779,Vyšná Jedľová,Svidník,183
2780,Vyšná Kamenica,Košice-okolie,323
2781,Vyšná Myšľa,Košice-okolie,966
2782,Vyšná Olšava,Stropkov,640
2783,Vyšná Pisaná,Svidník,68
2784,Vyšná Polianka,Bardejov,109
2785,Vyšná Rybnica,Sobrance,376
2786,Vyšná Sitnica,Humenné,355
2787,Vyšná Slaná,Rožňava,463
2788,Vyšná Šebastová,Prešov,1315
2789,Vyšná Voľa,Bardejov,393
2790,Vyšné Hágy,Poprad,366
2791,Vyšné Ladičkovce,Humenné,185
2792,Vyšné nad Hronom,Levice,174
2793,Vyšné Nemecké,Sobrance,241
2794,Vyšné Remety,Sobrance,415
2795,Vyšné Repaše,Levoča,89
2796,Vyšné Ružbachy,Stará Ľubovňa,1438
2797,Vyšné Valice,Rimavská Sobota,264
2798,Vyšný Čaj,Košice-okolie,279
2799,Vyšný Hrabovec,Stropkov,186
2800,Vyšný Hrušov,Humenné,505
2801,Vyšný Kazimír,Vranov nad Topľou,187
2802,Vyšný Klátov,Košice-okolie,450
2803,Vyšný Komárnik,Svidník,78
2804,Vyšný Kručov,Bardejov,156
2805,Vyšný Kubín,Dolný Kubín,787
2806,Vyšný Medzev,Košice-okolie,513
2807,Vyšný Mirošov,Svidník,598
2808,Vyšný Orlík,Svidník,363
2809,Vyšný Skálnik,Rimavská Sobota,142
2810,Vyšný Slavkov,Levoča,262
2811,Vyšný Tvarožec,Bardejov,121
2812,Vyšný Žipov,Vranov nad Topľou,1147
2813,Zábiedovo,Tvrdošín,868
2814,Záborie,Martin,168
2815,Záborské,Prešov,1003
2816,Zádiel,Liptovský Mikuláš,159
2817,Zádiel,Košice-okolie,159
2818,Zádor,Rimavská Sobota,150
2819,Zádubnie,Žilina,744
2820,Záhor,Sobrance,635
2821,Záhorce,Veľký Krtíš,653
2822,Záhorská Ves,Malacky,1870
2823,Záhradné,Prešov,1059
2824,Zacharovce,Rimavská Sobota,382
2825,Zákamenné,Námestovo,5510
2826,Zákopčie,Čadca,1759
2827,Zalaba,Levice,177
2828,Zálesie,Kežmarok,83
2829,Zálesie,Senec,2144
2830,Zalužice,Michalovce,1173
2831,Zamarovce,Trenčín,1141
2832,Zámutov,Vranov nad Topľou,3277
2833,Záriečie,Púchov,695
2834,Záskalie,Považská Bystrica,194
2835,Zástranie,Žilina,940
2836,Zatín,Trebišov,773
2837,Závada,Humenné,64
2838,Závada,Topoľčany,596
2839,Závada,Veľký Krtíš,460
2840,Závadka,Gelnica,627
2841,Závadka,Humenné,538
2842,Závadka,Michalovce,441
2843,Závadka nad Hronom,Brezno,2317
2844,Zavar,Trnava,2230
2845,Závažná Poruba,Liptovský Mikuláš,1268
2846,Závod,Malacky,2862
2847,Zázrivá,Dolný Kubín,2615
2848,Zbehňov,Trebišov,360
2849,Zbehy,Myjava,2249
2850,Zbehy,Nitra,2249
2851,Zboj,Snina,294
2852,Zbojné,Medzilaborce,165
2853,Zborov,Bardejov,3571
2854,Zborov nad Bystricou,Čadca,2215
2855,Zbrojníky,Levice,508
2856,Zbudská Belá,Medzilaborce,116
2857,Zbudské Dlhé,Humenné,761
2858,Zbudza,Michalovce,521
2859,Zbyňov,Žilina,873
2860,Zeleneč,Trnava,2576
2861,Zemianska Olča,Komárno,2308
2862,Zemianske Kostoľany,Prievidza,1752
2863,Zemianske Podhradie,Nové Mesto nad Váhom,774
2864,Zemianske Sady,Galanta,866
2865,Zemiansky Kvašov,Považská Bystrica,241
2866,Zemiansky Vrbovok,Krupina,84
2867,Zemné,Nové Zámky,2152
2868,Zemplín,Trebišov,368
2869,Zemplínska Nová Ves,Trebišov,863
2870,Zemplínska Široká,Michalovce,953
2871,Zemplínska Teplica,Trebišov,1754
2872,Zemplínske Hámre,Snina,1261
2873,Zemplínske Hradište,Trebišov,1154
2874,Zemplínske Jastrabie,Trebišov,652
2875,Zemplínske Kopčany,Michalovce,470
2876,Zemplínsky Branč,Trebišov,508
2877,Zemplínsky Klečenov,Trebišov,863
2878,Zlatá Baňa,Prešov,466
2879,Zlatá Idka,Košice-okolie,396
2880,Zlaté,Bardejov,774
2881,Zlaté Klasy,Dunajská Streda,3516
2882,Zlaté Moravce,Zlaté Moravce,11375
2883,Zlatná na Ostrove,Komárno,2364
2884,Zlatník,Vranov nad Topľou,74
2885,Zlatníky,Bánovce nad Bebravou,682
2886,Zlatno,Zlaté Moravce,211
2887,Zlatno,Poltár,472
2888,Zliechov,Ilava,592
2889,Zohor,Malacky,3380
2890,Zombor,Veľký Krtíš,145
2891,Zuberec,Tvrdošín,1835
2892,Zubné,Humenné,353
2893,Zubrohlava,Námestovo,2359
2894,Zvolen,Zvolen,42167
2895,Zvolenská Slatina,Zvolen,2832
2896,Zvončín,Trnava,864
2897,Žabokreky,Martin,1225
2898,Žabokreky nad Nitrou,Partizánske,1739
2899,Žakarovce,Gelnica,716
2900,Žakovce,Kežmarok,907
2901,Žalobín,Vranov nad Topľou,855
2902,Žarnov,Košice-okolie,418
2903,Žarnovica,Žarnovica,6170
2904,Žaškov,Dolný Kubín,1590
2905,Žbince,Michalovce,991
2906,Ždaňa,Košice-okolie,1416
2907,Ždiar,Poprad,1378
2908,Žehňa,Prešov,1270
2909,Žehra,Spišská Nová Ves,2498
2910,Železná Breznica,Zvolen,550
2911,Železník,Revúca,469
2912,Železník,Svidník,469
2913,Želiezovce,Levice,6746
2914,Želmanovce,Svidník,331
2915,Želovce,Veľký Krtíš,1215
2916,Žemberovce,Levice,1264
2917,Žemliare,Levice,151
2918,Žiar,Liptovský Mikuláš,468
2919,Žiar,Revúca,126
2920,Žiar nad Hronom,Žiar nad Hronom,18852
2921,Žibritov,Krupina,61
2922,Žihárec,Šaľa,1720
2923,Žikava,Zlaté Moravce,535
2924,Žilina,Žilina,80727
2925,Žilinská Lehota,Žilina,322
2926,Žíp,Rimavská Sobota,277
2927,Žipov,Prešov,303
2928,Žirany,Nitra,1351
2929,Žitavany,Zlaté Moravce,1869
2930,Žitavce,Nitra,396
2931,Žlkovce,Hlohovec,660
2932,Župčany,Prešov,1690
2933,Župkov,Žarnovica,873
