"Obec, mesto, mestská časť",latitude,longitude
Trstená na Ostrove,47.99268,17.61211
Trstené,49.08061,19.62218
Trstené pri Hornáde,48.66667,21.33333
Trstice,48.2,17.71667
Trstín,48.52684,17.4657
Trsťany,48.66667,21.33333
Tŕnie,48.57442,19.15324
Tuhár,48.33249,19.66708
Tuhrina,48.89936,21.40596
Tuchyňa,48.83333,18.25
Tulčík,49.08902,21.30967
Tupá,48.21563,18.60705
Turá,48.21563,18.60705
Turany,49.06651,18.92399
Turany nad Ondavou,49.20211,21.65216
Turcovce,48.93707,21.91625
Turček,48.86226,18.86048
Turčianky,48.83333,18.25
Turčianska Štiavnička,49.06651,18.92399
Turčianske Jaseno,49.06651,18.92399
Turčianske Kľačany,49.06651,18.92399
Turčianske Teplice,48.86226,18.86048
Turčiansky Ďur,49.06651,18.92399
Turčiansky Peter,49.06651,18.92399
Turčok,48.68346,20.11734
Turecká,48.73946,19.15349
Tureň,48.21951,17.40043
Turie,49.14907,18.74983
Turík,49.0748,19.30751
Turnianska Nová Ves,48.66667,21.33333
Turňa nad Bodvou,48.66667,21.33333
Turová,48.57442,19.15324
Turzovka,49.43503,18.78895
Tušice,48.75434,21.9195
Tušická Nová Ves,48.75434,21.9195
Tužina,48.76667,18.63333
Tvarožná,49.1357,20.43352
Tvrdomestice,48.56362,18.16712
Tvrdošín,49.337,19.556
Tvrdošovce,47.98333,18.16667
Ťapešovo,49.4079,19.48032
Ubľa,48.98857,22.15099
Úbrež,48.74455,22.18136
Udavské,48.93707,21.91625
Udiča,49.12153,18.42169
Údol,49.29859,20.6862
Uhliská,48.21563,18.60705
Úhorná,48.85584,20.93712
Uhorská Ves,49.08061,19.62218
Uhorské,48.43094,19.79408
Uhrovec,48.83333,18.25
Uhrovské Podhradie,48.83333,18.25
Ulič,48.98857,22.15099
Uličské Krivé,48.98857,22.15099
Uloža,49.02173,20.59212
Úľany nad Žitavou,47.98333,18.16667
Unín,48.8449,17.22635
Uňatín,48.3554,19.06474
Urmince,48.56362,18.16712
Utekáč,48.43094,19.79408
Uzovce,49.10308,21.0988
Uzovská Panica,48.38284,20.0224
Uzovské Pekľany,49.10308,21.0988
Uzovský Šalgov,49.10308,21.0988
Vaďovce,48.75466,17.83506
Vagrinec,49.30819,21.5703
Váhovce,48.2,17.71667
Vajkovce,48.66667,21.33333
Valaliky,48.66667,21.33333
Valaská,48.80431,19.63631
Valaská Belá,48.76667,18.63333
Valaská Dubová,49.0748,19.30751
Valaškovce (vojenský obvod),48.93707,21.91625
Valča,49.06651,18.92399
Valentovce,49.16667,21.25
Valice,48.38284,20.0224
Valkovce,49.30819,21.5703
Vaľkovňa,48.80431,19.63631
Vaniškovce,49.29175,21.27271
Vápeník,49.30819,21.5703
Varadka,49.29175,21.27271
Varechovce,49.20211,21.65216
Varhaňovce,48.85557,21.35879
Varín,49.20229,18.87073
Vasiľov,49.4079,19.48032
Vavrečka,49.4079,19.48032
Vavrinec,48.88836,21.68479
Vavrišovo,49.08061,19.62218
Važec,49.08061,19.62218
Včelince,48.38284,20.0224
Večelkov,48.38284,20.0224
Vechec,48.88836,21.68479
Velčice,48.38553,18.40063
Veličná,49.20983,19.30341
Velušovce,48.56362,18.16712
Veľaty,48.62858,21.71954
Veľká Čalomija,48.21058,19.35043
Veľká Čausa,48.76667,18.63333
Veľká Čierna,49.09075,18.59071
Veľká Dolina,48.05,18.3
Veľká Franková,49.1357,20.43352
Veľká Hradná,48.89452,18.04436
Veľká Ida,48.66667,21.33333
Veľká Lehota,48.48124,18.71565
Veľká Lesná,49.29859,20.6862
Veľká Lodina,48.66667,21.33333
Veľká Lomnica,49.1357,20.43352
Veľká Lúka,48.57442,19.15324
Veľká Mača,48.2,17.71667
Veľká nad Ipľom,48.33249,19.66708
Veľká Paka,47.99268,17.61211
Veľká Tŕňa,48.62858,21.71954
Veľká Ves,48.43094,19.79408
Veľká Ves nad Ipľom,48.21058,19.35043
Veľké Bierovce,48.89452,18.04436
Veľké Blahovo,47.99268,17.61211
Veľké Borové,49.08061,19.62218
Veľké Dravce,48.33249,19.66708
Veľké Držkovce,48.83333,18.25
Veľké Dvorany,48.56362,18.16712
Veľké Dvorníky,47.99268,17.61211
Veľké Hoste,48.83333,18.25
Veľké Chlievany,48.83333,18.25
Veľké Chyndice,48.29081,18.2881
Veľké Kapušany,48.75434,21.9195
Veľké Kosihy,47.76667,18.13333
Veľké Kostoľany,48.59479,17.82591
Veľké Kozmálovce,48.21563,18.60705
Veľké Kršteňany,48.83333,18.25
Veľké Leváre,48.43604,17.02188
Veľké Lovce,47.98333,18.16667
Veľké Ludince,48.21563,18.60705
Veľké Orvište,48.59479,17.82591
Veľké Ozorovce,48.62858,21.71954
Veľké Pole,48.48124,18.71565
Veľké Raškovce,48.75434,21.9195
Veľké Revištia,48.74455,22.18136
Veľké Ripňany,48.56362,18.16712
Veľké Rovné,49.22404,18.55878
Veľké Slemence,48.75434,21.9195
Veľké Straciny,48.21058,19.35043
Veľké Teriakovce,48.38284,20.0224
Veľké Trakany,48.62858,21.71954
Veľké Turovce,48.21563,18.60705
Veľké Uherce,48.83333,18.25
Veľké Úľany,48.2,17.71667
Veľké Vozokany,48.38553,18.40063
Veľké Zálužie,48.30841,17.93874
Veľké Zlievce,48.21058,19.35043
Veľkrop,49.20211,21.65216
Veľký Biel,48.21951,17.40043
Veľký Blh,48.38284,20.0224
Veľký Cetín,48.22033,18.19087
Veľký Čepčín,48.86226,18.86048
Veľký Ďur,48.21563,18.60705
Veľký Folkmar,48.85584,20.93712
Veľký Grob,48.2,17.71667
Veľký Horeš,48.62858,21.71954
Veľký Kamenec,48.62858,21.71954
Veľký Klíž,48.83333,18.25
Veľký Krtíš,48.21058,19.35043
Veľký Kýr,47.98333,18.16667
Veľký Lapáš,48.29105,18.181
Veľký Lipník,49.29859,20.6862
Veľký Lom,48.21058,19.35043
Veľký Meder,47.85798,17.76884
Veľký Slavkov,49.06144,20.29798
Veľký Slivník,49.1142,21.27514
Veľký Šariš,49.04114,21.1993
Veľopolie,48.93707,21.91625
Vernár,49.06144,20.29798
Veselé,48.59479,17.82591
Veterná Poruba,49.08061,19.62218
Vidiná,48.33249,19.66708
Vieska,47.99268,17.61211
Vieska,48.21058,19.35043
Vieska nad Blhom,48.38284,20.0224
Vieska nad Žitavou,48.38553,18.40063
Vígľaš,48.56082,19.41954
Vígľašská Huta-Kalinka,48.56082,19.41954
Vikartovce,49.06144,20.29798
Vinica,48.21058,19.35043
Viničky,48.62858,21.71954
Viničné,48.28986,17.26664
Vinné,48.75434,21.9195
Vinodol,48.30763,18.08453
Vinohrady nad Váhom,48.2,17.71667
Vinosady,48.28986,17.26664
Virt,47.76667,18.13333
Vislanka,49.29859,20.6862
Vislava,49.20211,21.65216
Visolaje,48.83333,18.25
Višňov,48.62858,21.71954
Višňové,48.75466,17.83506
Višňové,48.68346,20.11734
Višňové,49.16083,18.78427
Vištuk,48.28986,17.26664
Vitanová,49.337,19.556
Vítkovce,48.94464,20.56154
Víťaz,48.97137,20.95654
Víťazovce,48.93707,21.91625
Vlača,48.88836,21.68479
Vladiča,49.20211,21.65216
Vlachovo,48.66008,20.53758
Vlachy,49.08061,19.62218
Vlčany,48.15127,17.88062
Vlčkovce,48.31701,17.6497
Vlkanová,48.67129,19.14607
Vlkas,47.98333,18.16667
Vlková,49.1357,20.43352
Vlkovce,49.1357,20.43352
Vlky,48.21951,17.40043
Vlkyňa,48.38284,20.0224
Voderady,48.27701,17.5594
Vojany,48.75434,21.9195
Vojčice,48.62858,21.71954
Vojka,48.62858,21.71954
Vojka nad Dunajom,47.99268,17.61211
Vojkovce,48.94464,20.56154
Vojnatina,48.74455,22.18136
Vojňany,49.1357,20.43352
Vojtovce,49.20211,21.65216
Volica,49.16667,21.25
Volkovce,48.38553,18.40063
Voľa,48.75434,21.9195
Voznica,48.48124,18.71565
Vozokany,48.2,17.71667
Vozokany,48.56362,18.16712
Vráble,48.30763,18.08453
Vrádište,48.8449,17.22635
Vrakúň,47.99268,17.61211
Vranov nad Topľou,48.88836,21.68479
Vrbnica,48.75434,21.9195
Vrbov,49.1357,20.43352
Vrbovce,48.75876,17.56866
Vrbová nad Váhom,47.76667,18.13333
Vrbové,48.59479,17.82591
Vrbovka,48.21058,19.35043
Vrchteplá,49.12153,18.42169
Vrícko,49.06651,18.92399
Vršatské Podhradie,48.83333,18.25
Vrútky,49.06651,18.92399
Vtáčkovce,48.66667,21.33333
Výborná,49.1357,20.43352
Výčapy-Opatovce,48.41149,18.08223
Vydrany,47.99268,17.61211
Vydrná,48.83333,18.25
Vydrník,49.06144,20.29798
Vyhne,48.50571,18.80137
Východná,49.08061,19.62218
Výrava,49.16667,21.25
Vysočany,48.83333,18.25
Vysoká,48.44858,18.91003
Vysoká,49.10308,21.0988
Vysoká nad Kysucou,49.43503,18.78895
Vysoká nad Uhom,48.75434,21.9195
Vysoká pri Morave,48.43604,17.02188
Vysoké Tatry,49.13637,20.24386
Vyškovce,49.20211,21.65216
Vyškovce nad Ipľom,48.21563,18.60705
Vyšná Boca,49.08061,19.62218
Vyšná Hutka,48.66667,21.33333
Vyšná Jablonka,48.93707,21.91625
Vyšná Jedľová,49.30819,21.5703
Vyšná Kamenica,48.66667,21.33333
Vyšná Myšľa,48.66667,21.33333
Vyšná Olšava,49.20211,21.65216
Vyšná Pisaná,49.30819,21.5703
Vyšná Polianka,49.29175,21.27271
Vyšná Rybnica,48.74455,22.18136
Vyšná Sitnica,48.93707,21.91625
Vyšná Slaná,48.66008,20.53758
Vyšná Šebastová,49.01589,21.32354
Vyšná Voľa,49.29175,21.27271
Vyšné Ladičkovce,48.93707,21.91625
Vyšné nad Hronom,48.21563,18.60705
Vyšné Nemecké,48.74455,22.18136
Vyšné Remety,48.74455,22.18136
Vyšné Repaše,49.02173,20.59212
Vyšné Ružbachy,49.29859,20.6862
Vyšné Valice,48.38284,20.0224
Vyšný Čaj,48.66667,21.33333
Vyšný Hrabovec,49.20211,21.65216
Vyšný Hrušov,48.93707,21.91625
Vyšný Kazimír,48.88836,21.68479
Vyšný Klátov,48.66667,21.33333
Vyšný Komárnik,49.30819,21.5703
Vyšný Kručov,49.29175,21.27271
Vyšný Kubín,49.20983,19.30341
Vyšný Medzev,48.66667,21.33333
Vyšný Mirošov,49.30819,21.5703
Vyšný Orlík,49.30819,21.5703
Vyšný Skálnik,48.38284,20.0224
Vyšný Slavkov,49.02173,20.59212
Vyšný Tvarožec,49.29175,21.27271
Vyšný Žipov,48.88836,21.68479
Zábiedovo,49.337,19.556
Záborie,49.06651,18.92399
Záborské,48.9451,21.28977
Zádiel,48.66667,21.33333
Zádor,48.38284,20.0224
Záhor,48.74455,22.18136
Záhorce,48.21058,19.35043
Záhorie (vojenský obvod),48.43604,17.02188
Záhorská Ves,48.43604,17.02188
Záhradné,49.09084,21.26939
Zacharovce,48.38284,20.0224
Zákamenné,49.4079,19.48032
Zákopčie,49.43503,18.78895
Zalaba,48.21563,18.60705
Zálesie,48.21951,17.40043
Zálesie,49.1357,20.43352
Zalužice,48.75434,21.9195
Zamarovce,48.89452,18.04436
Zámutov,48.88836,21.68479
Záriečie,48.83333,18.25
Záskalie,49.12153,18.42169
Zatín,48.62858,21.71954
Závada,48.56362,18.16712
Závada,48.93707,21.91625
Závada,48.21058,19.35043
Závadka,48.93707,21.91625
Závadka,48.85584,20.93712
Závadka,48.75434,21.9195
Závadka nad Hronom,48.80431,19.63631
Zavar,48.35277,17.67377
Závažná Poruba,49.08061,19.62218
Závod,48.43604,17.02188
Zázrivá,49.2748,19.15303
Zbehňov,48.62858,21.71954
Zbehy,48.36558,18.01814
Zboj,48.98857,22.15099
Zbojné,49.16667,21.25
Zborov,49.29175,21.27271
Zborov nad Bystricou,49.43503,18.78895
Zbrojníky,48.21563,18.60705
Zbudská Belá,49.16667,21.25
Zbudské Dlhé,48.93707,21.91625
Zbudza,48.75434,21.9195
Zbyňov,49.12081,18.64866
Zeleneč,48.32897,17.59535
Zemianska Olča,47.76667,18.13333
Zemianske Kostoľany,48.76667,18.63333
Zemianske Podhradie,48.75466,17.83506
Zemianske Sady,48.2,17.71667
Zemiansky Vrbovok,48.3554,19.06474
Zemné,47.98333,18.16667
Zemplín,48.62858,21.71954
Zemplínska Nová Ves,48.62858,21.71954
Zemplínska Široká,48.75434,21.9195
Zemplínska Teplica,48.62858,21.71954
Zemplínske Hámre,48.98857,22.15099
Zemplínske Hradište,48.62858,21.71954
Zemplínske Jastrabie,48.62858,21.71954
Zemplínske Kopčany,48.75434,21.9195
Zemplínsky Branč,48.62858,21.71954
Zlatá Baňa,48.95322,21.42098
Zlatá Idka,48.66667,21.33333
Zlaté,49.29175,21.27271
Zlaté Klasy,47.99268,17.61211
Zlaté Moravce,48.38553,18.40063
Zlatná na Ostrove,47.76667,18.13333
Zlatník,48.88836,21.68479
Zlatníky,48.83333,18.25
Zlatno,48.43094,19.79408
Zlatno,48.38553,18.40063
Zliechov,48.83333,18.25
Zohor,48.43604,17.02188
Zombor,48.21058,19.35043
Zubák,48.83333,18.25
Zuberec,49.337,19.556
Zubné,48.93707,21.91625
Zubrohlava,49.4079,19.48032
Zvolen,48.57442,19.15324
Zvolenská Slatina,48.57442,19.15324
Zvončín,48.4007,17.50648
Žabokreky,49.06651,18.92399
Žabokreky nad Nitrou,48.83333,18.25
Žakarovce,48.85584,20.93712
Žakovce,49.1357,20.43352
Žalobín,48.88836,21.68479
Žarnov,48.66667,21.33333
Žarnovica,48.48124,18.71565
Žaškov,49.20983,19.30341
Žbince,48.75434,21.9195
Ždaňa,48.66667,21.33333
Ždiar,49.271,20.26239
Žehňa,48.91767,21.3415
Žehra,48.94464,20.56154
Železná Breznica,48.57442,19.15324
Železník,49.30819,21.5703
Želiezovce,48.21563,18.60705
Želmanovce,49.30819,21.5703
Želovce,48.21058,19.35043
Žemberovce,48.21563,18.60705
Žemliare,48.21563,18.60705
Žiar,49.13085,19.66518
Žiar,48.68346,20.11734
Žiar nad Hronom,48.59184,18.84958
Žibritov,48.3554,19.06474
Žihárec,48.15127,17.88062
Žikava,48.38553,18.40063
Žilina,49.22315,18.73941
Žíp,48.38284,20.0224
Žipov,48.96591,21.085
Žirany,48.37766,18.17514
Žitavany,48.38553,18.40063
Žitavce,48.20219,18.30078
Žitná-Radiša,48.83333,18.25
Žlkovce,48.43174,17.8031
Župčany,49.01206,21.15874
Župkov,48.48124,18.71565
