"Obec, mesto, mestská časť",region,province,latitude,longitude
Limbach,Pezinok,Bratislavský kraj,48.28986,17.26664
Lipany,Sabinov,Prešovský kraj,49.10308,21.0988
Lipník,Prievidza,Trenčiansky kraj,48.76667,18.63333
Lipníky,Prešov,Prešovský kraj,48.99839,21.23393
Lipová,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Lipová,Bardejov,Prešovský kraj,49.29175,21.27271
Lipovany,Lučenec,Banskobystrický kraj,48.33249,19.66708
Lipovce,Prešov,Prešovský kraj,49.0562,20.95343
Lipové,Komárno,Nitriansky kraj,47.76667,18.13333
Lipovec,Martin,Žilinský kraj,49.06651,18.92399
Lipovec,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Lipovník,Topoľčany,Nitriansky kraj,48.56362,18.16712
Lipovník,Rožňava,Košický kraj,48.66008,20.53758
Liptovská Anna,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Liptovská Kokava,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Liptovská Lúžna,Ružomberok,Žilinský kraj,49.0748,19.30751
Liptovská Osada,Ružomberok,Žilinský kraj,49.0748,19.30751
Liptovská Porúbka,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Liptovská Sielnica,Liptovský Mikuláš,Žilinský kraj,49.14309,19.51421
Liptovská Štiavnica,Ružomberok,Žilinský kraj,49.0748,19.30751
Liptovská Teplá,Ružomberok,Žilinský kraj,49.0748,19.30751
Liptovská Teplička,Poprad,Prešovský kraj,49.06144,20.29798
Liptovské Beharovce,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Liptovské Kľačany,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Liptovské Matiašovce,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Liptovské Revúce,Ružomberok,Žilinský kraj,49.0748,19.30751
Liptovské Sliače,Ružomberok,Žilinský kraj,49.0748,19.30751
Liptovský Hrádok,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Liptovský Ján,Liptovský Mikuláš,Žilinský kraj,49.04864,19.67853
Liptovský Michal,Ružomberok,Žilinský kraj,49.0748,19.30751
Liptovský Mikuláš,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Liptovský Ondrej,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Liptovský Peter,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Liptovský Trnovec,Liptovský Mikuláš,Žilinský kraj,49.12038,19.5471
Lisková,Ružomberok,Žilinský kraj,49.0748,19.30751
Lišov,Krupina,Banskobystrický kraj,48.3554,19.06474
Litava,Krupina,Banskobystrický kraj,48.3554,19.06474
Litmanová,Stará Ľubovňa,Prešovský kraj,49.29859,20.6862
Livina,Partizánske,Trenčiansky kraj,48.83333,18.25
Livinské Opatovce,Partizánske,Trenčiansky kraj,48.83333,18.25
Livov,Bardejov,Prešovský kraj,49.29175,21.27271
Livovská Huta,Bardejov,Prešovský kraj,49.29175,21.27271
Lodno,Kysucké Nové Mesto,Žilinský kraj,49.3,18.78333
Lok,Levice,Nitriansky kraj,48.21563,18.60705
Lokca,Námestovo,Žilinský kraj,49.4079,19.48032
Lom nad Rimavicou,Brezno,Banskobystrický kraj,48.80431,19.63631
Lomná,Námestovo,Žilinský kraj,49.4079,19.48032
Lomné,Stropkov,Prešovský kraj,49.20211,21.65216
Lomnička,Stará Ľubovňa,Prešovský kraj,49.29859,20.6862
Lontov,Levice,Nitriansky kraj,48.21563,18.60705
Lopašov,Skalica,Trnavský kraj,48.8449,17.22635
Lopúchov,Bardejov,Prešovský kraj,49.29175,21.27271
Lopušné Pažite,Kysucké Nové Mesto,Žilinský kraj,49.3,18.78333
Lošonec,Trnava,Trnavský kraj,48.48204,17.39896
Lovce,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Lovča,Žiar nad Hronom,Banskobystrický kraj,48.59184,18.84958
Lovčica-Trubín,Žiar nad Hronom,Banskobystrický kraj,48.59184,18.84958
Lovinobaňa,Lučenec,Banskobystrický kraj,48.33249,19.66708
Lozorno,Malacky,Bratislavský kraj,48.43604,17.02188
Ložín,Michalovce,Košický kraj,48.75434,21.9195
Lubeník,Revúca,Banskobystrický kraj,48.68346,20.11734
Lubina,Nové Mesto nad Váhom,Trenčiansky kraj,48.75466,17.83506
Lúč na Ostrove,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Lučatín,Banská Bystrica,Banskobystrický kraj,48.78277,19.32004
Lučenec,Lučenec,Banskobystrický kraj,48.33249,19.66708
Lúčina,Prešov,Prešovský kraj,48.89315,21.43118
Lučivná,Poprad,Prešovský kraj,49.06144,20.29798
Lúčka,Levoča,Prešovský kraj,49.02173,20.59212
Lúčka,Sabinov,Prešovský kraj,49.10308,21.0988
Lúčka,Svidník,Prešovský kraj,49.30819,21.5703
Lúčka,Rožňava,Košický kraj,48.66008,20.53758
Lúčky,Ružomberok,Žilinský kraj,49.0748,19.30751
Lúčky,Žiar nad Hronom,Banskobystrický kraj,48.59184,18.84958
Lúčky,Michalovce,Košický kraj,48.75434,21.9195
Lúčnica nad Žitavou,Nitra,Nitriansky kraj,48.30763,18.08453
Ludanice,Topoľčany,Nitriansky kraj,48.56362,18.16712
Ludrová,Ružomberok,Žilinský kraj,49.0748,19.30751
Luhyňa,Trebišov,Košický kraj,48.62858,21.71954
Lúka,Nové Mesto nad Váhom,Trenčiansky kraj,48.75466,17.83506
Lukačovce,Humenné,Prešovský kraj,48.93707,21.91625
Lukáčovce,Nitra,Nitriansky kraj,48.39552,17.93784
Lukavica,Zvolen,Banskobystrický kraj,48.57442,19.15324
Lukavica,Bardejov,Prešovský kraj,49.29175,21.27271
Lukov,Bardejov,Prešovský kraj,49.29175,21.27271
Lukovištia,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Lúky,Púchov,Trenčiansky kraj,48.83333,18.25
Lula,Levice,Nitriansky kraj,48.21563,18.60705
Lupoč,Lučenec,Banskobystrický kraj,48.33249,19.66708
Lutila,Žiar nad Hronom,Banskobystrický kraj,48.59184,18.84958
Lutiše,Žilina,Žilinský kraj,49.29078,18.95743
Lužany,Topoľčany,Nitriansky kraj,48.56362,18.16712
Lužany pri Topli,Svidník,Prešovský kraj,49.30819,21.5703
Lužianky,Nitra,Nitriansky kraj,48.34908,18.029
Lysá pod Makytou,Púchov,Trenčiansky kraj,48.83333,18.25
Lysica,Žilina,Žilinský kraj,49.22808,19.18324
Ľubá,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Ľubeľa,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Ľubica,Kežmarok,Prešovský kraj,49.1357,20.43352
Ľubietová,Banská Bystrica,Banskobystrický kraj,48.74531,19.36101
Ľubiša,Humenné,Prešovský kraj,48.93707,21.91625
Ľubochňa,Ružomberok,Žilinský kraj,49.0748,19.30751
Ľuboreč,Lučenec,Banskobystrický kraj,48.33249,19.66708
Ľuboriečka,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Ľubotice,Prešov,Prešovský kraj,49.0116,21.27366
Ľubotín,Stará Ľubovňa,Prešovský kraj,49.29859,20.6862
Ľubovec,Prešov,Prešovský kraj,48.91229,21.17469
Ľudovítová,Nitra,Nitriansky kraj,48.39753,18.07875
Ľutina,Sabinov,Prešovský kraj,49.10308,21.0988
Ľutov,Bánovce nad Bebravou,Trenčiansky kraj,48.83333,18.25
Macov,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Mad,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Madunice,Hlohovec,Trnavský kraj,48.43174,17.8031
Magnezitovce,Revúca,Banskobystrický kraj,48.68346,20.11734
Machulince,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Majcichov,Trnava,Trnavský kraj,48.28462,17.63032
Majere,Kežmarok,Prešovský kraj,49.1357,20.43352
Majerovce,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Makov,Čadca,Žilinský kraj,49.43503,18.78895
Makovce,Stropkov,Prešovský kraj,49.20211,21.65216
Malá Čalomija,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Malá Čausa,Prievidza,Trenčiansky kraj,48.76667,18.63333
Malá Čierna,Žilina,Žilinský kraj,49.22315,18.73941
Malá Domaša,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Malá Franková,Kežmarok,Prešovský kraj,49.1357,20.43352
Malá Hradná,Bánovce nad Bebravou,Trenčiansky kraj,48.83333,18.25
Malá Ida,Košice-okolie,Košický kraj,48.66667,21.33333
Malá Lehota,Žarnovica,Banskobystrický kraj,48.48124,18.71565
Malá Lodina,Košice-okolie,Košický kraj,48.66667,21.33333
Malá Mača,Galanta,Trnavský kraj,48.2,17.71667
Malá nad Hronom,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Malá Poľana,Stropkov,Prešovský kraj,49.20211,21.65216
Malá Tŕňa,Trebišov,Košický kraj,48.62858,21.71954
Malacky,Malacky,Bratislavský kraj,48.43604,17.02188
Malachov,Banská Bystrica,Banskobystrický kraj,48.71025,19.08969
Málaš,Levice,Nitriansky kraj,48.21563,18.60705
Malatiná,Dolný Kubín,Žilinský kraj,49.20983,19.30341
Malatíny,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Malcov,Bardejov,Prešovský kraj,49.29175,21.27271
Malčice,Michalovce,Košický kraj,48.75434,21.9195
Malé Borové,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Malé Dvorníky,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Malé Chyndice,Nitra,Nitriansky kraj,48.30316,18.28604
Malé Hoste,Bánovce nad Bebravou,Trenčiansky kraj,48.83333,18.25
Malé Kosihy,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Malé Kozmálovce,Levice,Nitriansky kraj,48.21563,18.60705
Malé Kršteňany,Partizánske,Trenčiansky kraj,48.83333,18.25
Malé Lednice,Považská Bystrica,Trenčiansky kraj,49.12153,18.42169
Malé Leváre,Malacky,Bratislavský kraj,48.43604,17.02188
Malé Ludince,Levice,Nitriansky kraj,48.21563,18.60705
Malé Ozorovce,Trebišov,Košický kraj,48.62858,21.71954
Malé Raškovce,Michalovce,Košický kraj,48.75434,21.9195
Malé Ripňany,Topoľčany,Nitriansky kraj,48.56362,18.16712
Malé Straciny,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Malé Trakany,Trebišov,Košický kraj,48.62858,21.71954
Malé Uherce,Partizánske,Trenčiansky kraj,48.83333,18.25
Malé Vozokany,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Malé Zálužie,Nitra,Nitriansky kraj,48.43581,17.98604
Malé Zlievce,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Málinec,Poltár,Banskobystrický kraj,48.43094,19.79408
Malinová,Prievidza,Trenčiansky kraj,48.76667,18.63333
Malinovo,Senec,Bratislavský kraj,48.21951,17.40043
Malužiná,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Malý Cetín,Nitra,Nitriansky kraj,48.23967,18.17693
Malý Čepčín,Turčianske Teplice,Žilinský kraj,48.86226,18.86048
Malý Horeš,Trebišov,Košický kraj,48.62858,21.71954
Malý Kamenec,Trebišov,Košický kraj,48.62858,21.71954
Malý Krtíš,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Malý Lapáš,Nitra,Nitriansky kraj,48.30022,18.18195
Malý Lipník,Stará Ľubovňa,Prešovský kraj,49.29859,20.6862
Malý Slavkov,Kežmarok,Prešovský kraj,49.1357,20.43352
Malý Slivník,Prešov,Prešovský kraj,49.11826,21.26031
Malý Šariš,Prešov,Prešovský kraj,49.00995,21.18303
Malženice,Trnava,Trnavský kraj,48.45014,17.675
Mankovce,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Maňa,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Marcelová,Komárno,Nitriansky kraj,47.76667,18.13333
Margecany,Gelnica,Košický kraj,48.85584,20.93712
Marhaň,Bardejov,Prešovský kraj,49.29175,21.27271
Marianka,Malacky,Bratislavský kraj,48.43604,17.02188
Markovce,Michalovce,Košický kraj,48.75434,21.9195
Markuška,Rožňava,Košický kraj,48.66008,20.53758
Markušovce,Spišská Nová Ves,Košický kraj,48.94464,20.56154
Maršová-Rašov,Bytča,Žilinský kraj,49.22404,18.55878
Martin,Martin,Žilinský kraj,49.06651,18.92399
Martin nad Žitavou,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Martinček,Ružomberok,Žilinský kraj,49.0748,19.30751
Martinová,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Martovce,Komárno,Nitriansky kraj,47.76667,18.13333
Mašková,Lučenec,Banskobystrický kraj,48.33249,19.66708
Maškovce,Humenné,Prešovský kraj,48.93707,21.91625
Matejovce nad Hornádom,Spišská Nová Ves,Košický kraj,48.94464,20.56154
Matiaška,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Matiašovce,Kežmarok,Prešovský kraj,49.1357,20.43352
Matovce,Svidník,Prešovský kraj,49.30819,21.5703
Matúškovo,Galanta,Trnavský kraj,48.2,17.71667
Matysová,Stará Ľubovňa,Prešovský kraj,49.29859,20.6862
Maťovské Vojkovce,Michalovce,Košický kraj,48.75434,21.9195
Medovarce,Krupina,Banskobystrický kraj,48.3554,19.06474
Medvedie,Svidník,Prešovský kraj,49.30819,21.5703
Medveďov,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Medzany,Prešov,Prešovský kraj,49.04321,21.15169
Medzev,Košice-okolie,Košický kraj,48.66667,21.33333
Medzianky,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Medzibrod,Banská Bystrica,Banskobystrický kraj,48.7943,19.35372
Medzibrodie nad Oravou,Dolný Kubín,Žilinský kraj,49.20983,19.30341
Medzilaborce,Medzilaborce,Prešovský kraj,49.16667,21.25
Melčice-Lieskové,Trenčín,Trenčiansky kraj,48.89452,18.04436
Melek,Nitra,Nitriansky kraj,48.20173,18.32774
Meliata,Rožňava,Košický kraj,48.66008,20.53758
Mengusovce,Poprad,Prešovský kraj,49.06144,20.29798
Merašice,Hlohovec,Trnavský kraj,48.43174,17.8031
Merník,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Mestečko,Púchov,Trenčiansky kraj,48.83333,18.25
Mestisko,Svidník,Prešovský kraj,49.30819,21.5703
Mičakovce,Svidník,Prešovský kraj,49.30819,21.5703
Mierovo,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Miezgovce,Bánovce nad Bebravou,Trenčiansky kraj,48.83333,18.25
Michajlov,Snina,Prešovský kraj,48.98857,22.15099
Michal na Ostrove,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Michal nad Žitavou,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Michalková,Zvolen,Banskobystrický kraj,48.57442,19.15324
Michalok,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Michalová,Brezno,Banskobystrický kraj,48.76793,19.78092
Michalovce,Michalovce,Košický kraj,48.75434,21.9195
Michaľany,Trebišov,Košický kraj,48.62858,21.71954
Miklušovce,Prešov,Prešovský kraj,48.91675,21.08053
Miková,Stropkov,Prešovský kraj,49.20211,21.65216
Mikulášová,Bardejov,Prešovský kraj,49.29175,21.27271
Mikušovce,Ilava,Trenčiansky kraj,48.83333,18.25
Mikušovce,Lučenec,Banskobystrický kraj,48.33249,19.66708
Milhosť,Košice-okolie,Košický kraj,48.66667,21.33333
Miloslavov,Senec,Bratislavský kraj,48.21951,17.40043
Milpoš,Sabinov,Prešovský kraj,49.10308,21.0988
Miňovce,Stropkov,Prešovský kraj,49.20211,21.65216
Mirkovce,Prešov,Prešovský kraj,48.89222,21.32572
Miroľa,Svidník,Prešovský kraj,49.30819,21.5703
Mládzovo,Poltár,Banskobystrický kraj,48.43094,19.79408
Mlynárovce,Svidník,Prešovský kraj,49.30819,21.5703
Mlynčeky,Kežmarok,Prešovský kraj,49.1357,20.43352
Mlynica,Poprad,Prešovský kraj,49.06144,20.29798
Mlynky,Spišská Nová Ves,Košický kraj,48.85218,20.43011
Mníchova Lehota,Trenčín,Trenčiansky kraj,48.89452,18.04436
Mníšek nad Hnilcom,Gelnica,Košický kraj,48.85584,20.93712
Mníšek nad Popradom,Stará Ľubovňa,Prešovský kraj,49.29859,20.6862
Moča,Komárno,Nitriansky kraj,47.76667,18.13333
Močenok,Šaľa,Nitriansky kraj,48.15127,17.88062
Močiar,Banská Štiavnica,Banskobystrický kraj,48.44858,18.91003
Modra,Pezinok,Bratislavský kraj,48.28986,17.26664
Modra nad Cirochou,Humenné,Prešovský kraj,48.93707,21.91625
Modrany,Komárno,Nitriansky kraj,47.76667,18.13333
Modrová,Nové Mesto nad Váhom,Trenčiansky kraj,48.75466,17.83506
Modrovka,Nové Mesto nad Váhom,Trenčiansky kraj,48.75466,17.83506
Modrý Kameň,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Mojmírovce,Nitra,Nitriansky kraj,48.20735,18.06581
Mojš,Žilina,Žilinský kraj,49.19919,18.82148
Mojtín,Púchov,Trenčiansky kraj,48.83333,18.25
Mojzesovo,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Mokrá Lúka,Revúca,Banskobystrický kraj,48.68346,20.11734
Mokrance,Košice-okolie,Košický kraj,48.66667,21.33333
Mokroluh,Bardejov,Prešovský kraj,49.29175,21.27271
Mokrý Háj,Skalica,Trnavský kraj,48.8449,17.22635
Moldava nad Bodvou,Košice-okolie,Košický kraj,48.66667,21.33333
Moravany,Michalovce,Košický kraj,48.75434,21.9195
Moravany nad Váhom,Piešťany,Trnavský kraj,48.59479,17.82591
Moravské Lieskové,Nové Mesto nad Váhom,Trenčiansky kraj,48.75466,17.83506
Moravský Svätý Ján,Senica,Trnavský kraj,48.67922,17.36697
Most pri Bratislave,Senec,Bratislavský kraj,48.21951,17.40043
Mostová,Galanta,Trnavský kraj,48.2,17.71667
Moškovec,Turčianske Teplice,Žilinský kraj,48.86226,18.86048
Mošovce,Turčianske Teplice,Žilinský kraj,48.86226,18.86048
Moštenica,Banská Bystrica,Banskobystrický kraj,48.77498,19.30304
Mošurov,Prešov,Prešovský kraj,49.11962,21.25309
Motešice,Trenčín,Trenčiansky kraj,48.89452,18.04436
Motyčky,Banská Bystrica,Banskobystrický kraj,48.73946,19.15349
Môlča,Banská Bystrica,Banskobystrický kraj,48.73946,19.15349
Mrázovce,Stropkov,Prešovský kraj,49.20211,21.65216
Mučín,Lučenec,Banskobystrický kraj,48.33249,19.66708
Mudroňovo,Komárno,Nitriansky kraj,47.76667,18.13333
Mudrovce,Košice-okolie,Košický kraj,48.66667,21.33333
Muľa,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Muráň,Revúca,Banskobystrický kraj,48.68346,20.11734
Muránska Dlhá Lúka,Revúca,Banskobystrický kraj,48.68346,20.11734
Muránska Huta,Revúca,Banskobystrický kraj,48.68346,20.11734
Muránska Lehota,Revúca,Banskobystrický kraj,48.68346,20.11734
Muránska Zdychava,Revúca,Banskobystrický kraj,48.68346,20.11734
Mútne,Námestovo,Žilinský kraj,49.4079,19.48032
Mužla,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Myjava,Myjava,Trenčiansky kraj,48.75876,17.56866
Myslina,Humenné,Prešovský kraj,48.93707,21.91625
Mýtna,Lučenec,Banskobystrický kraj,48.33249,19.66708
Mýtne Ludany,Levice,Nitriansky kraj,48.21563,18.60705
Mýto pod Ďumbierom,Brezno,Banskobystrický kraj,48.80431,19.63631
Nacina Ves,Michalovce,Košický kraj,48.75434,21.9195
Nadlice,Partizánske,Trenčiansky kraj,48.83333,18.25
Naháč,Trnava,Trnavský kraj,48.5345,17.5327
Nálepkovo,Gelnica,Košický kraj,48.85584,20.93712
Námestovo,Námestovo,Žilinský kraj,49.4079,19.48032
Nána,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Nandraž,Revúca,Banskobystrický kraj,48.68346,20.11734
Necpaly,Martin,Žilinský kraj,49.06651,18.92399
Nedanovce,Partizánske,Trenčiansky kraj,48.83333,18.25
Nedašovce,Bánovce nad Bebravou,Trenčiansky kraj,48.83333,18.25
Neded,Šaľa,Nitriansky kraj,48.15127,17.88062
Nededza,Žilina,Žilinský kraj,49.22158,18.83555
Nedožery-Brezany,Prievidza,Trenčiansky kraj,48.76667,18.63333
Nechválova Polianka,Humenné,Prešovský kraj,48.93707,21.91625
Nemce,Banská Bystrica,Banskobystrický kraj,48.28627,18.98953
Nemcovce,Bardejov,Prešovský kraj,49.29175,21.27271
Nemcovce,Prešov,Prešovský kraj,49.20976,21.44212
Nemčice,Topoľčany,Nitriansky kraj,48.56362,18.16712
Nemčiňany,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Nemecká,Brezno,Banskobystrický kraj,48.80431,19.63631
Nemečky,Topoľčany,Nitriansky kraj,48.56362,18.16712
Nemešany,Levoča,Prešovský kraj,49.02173,20.59212
Nemšová,Trenčín,Trenčiansky kraj,48.89452,18.04436
Nenince,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Neporadza,Trenčín,Trenčiansky kraj,48.89452,18.04436
Neporadza,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Nesvady,Komárno,Nitriansky kraj,47.76667,18.13333
Nesluša,Kysucké Nové Mesto,Žilinský kraj,49.3,18.78333
Neverice,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Nevidzany,Prievidza,Trenčiansky kraj,48.76667,18.63333
Nevidzany,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Nevoľné,Žiar nad Hronom,Banskobystrický kraj,48.59184,18.84958
Nezbudská Lúčka,Žilina,Žilinský kraj,49.17367,18.86795
Nimnica,Púchov,Trenčiansky kraj,48.83333,18.25
Nitra,Nitra,Nitriansky kraj,48.30763,18.08453
Nitra nad Ipľom,Lučenec,Banskobystrický kraj,48.33249,19.66708
Nitrianska Blatnica,Topoľčany,Nitriansky kraj,48.56362,18.16712
Nitrianska Streda,Topoľčany,Nitriansky kraj,48.56362,18.16712
Nitrianske Hrnčiarovce,Nitra,Nitriansky kraj,48.33277,18.12835
Nitrianske Pravno,Prievidza,Trenčiansky kraj,48.76667,18.63333
Nitrianske Rudno,Prievidza,Trenčiansky kraj,48.76667,18.63333
Nitrianske Sučany,Prievidza,Trenčiansky kraj,48.76667,18.63333
Nitrica,Prievidza,Trenčiansky kraj,48.76667,18.63333
Nižná,Piešťany,Trnavský kraj,48.59479,17.82591
Nižná,Tvrdošín,Žilinský kraj,49.337,19.556
Nižná Boca,Liptovský Mikuláš,Žilinský kraj,49.08061,19.62218
Nižná Hutka,Košice-okolie,Košický kraj,48.66667,21.33333
Nižná Jablonka,Humenné,Prešovský kraj,48.93707,21.91625
Nižná Jedľová,Svidník,Prešovský kraj,49.30819,21.5703
Nižná Kamenica,Košice-okolie,Košický kraj,48.66667,21.33333
Nižná Myšľa,Košice-okolie,Košický kraj,48.66667,21.33333
Nižná Olšava,Stropkov,Prešovský kraj,49.20211,21.65216
Nižná Pisaná,Svidník,Prešovský kraj,49.30819,21.5703
Nižná Polianka,Bardejov,Prešovský kraj,49.29175,21.27271
Nižná Rybnica,Sobrance,Košický kraj,48.74455,22.18136
Nižná Sitnica,Humenné,Prešovský kraj,48.93707,21.91625
Nižná Slaná,Rožňava,Košický kraj,48.66008,20.53758
Nižná Voľa,Bardejov,Prešovský kraj,49.29175,21.27271
Nižné Ladičkovce,Humenné,Prešovský kraj,48.93707,21.91625
Nižné Nemecké,Sobrance,Košický kraj,48.74455,22.18136
Nižné Repaše,Levoča,Prešovský kraj,49.02173,20.59212
Nižné Ružbachy,Stará Ľubovňa,Prešovský kraj,49.29859,20.6862
Nižný Čaj,Košice-okolie,Košický kraj,48.66667,21.33333
Nižný Hrabovec,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Nižný Hrušov,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Nižný Klátov,Košice-okolie,Košický kraj,48.66667,21.33333
Nižný Komárnik,Svidník,Prešovský kraj,49.30819,21.5703
Nižný Kručov,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Nižný Lánec,Košice-okolie,Košický kraj,48.66667,21.33333
Nižný Mirošov,Svidník,Prešovský kraj,49.30819,21.5703
Nižný Orlík,Svidník,Prešovský kraj,49.30819,21.5703
Nižný Skálnik,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Nižný Slavkov,Sabinov,Prešovský kraj,49.10308,21.0988
Nižný Tvarožec,Bardejov,Prešovský kraj,49.29175,21.27271
Nižný Žipov,Trebišov,Košický kraj,48.62858,21.71954
Nolčovo,Martin,Žilinský kraj,49.06651,18.92399
Norovce,Topoľčany,Nitriansky kraj,48.56362,18.16712
Nová Baňa,Žarnovica,Banskobystrický kraj,48.48124,18.71565
Nová Bašta,Rimavská Sobota,Banskobystrický kraj,48.38284,20.0224
Nová Bošáca,Nové Mesto nad Váhom,Trenčiansky kraj,48.75466,17.83506
Nová Bystrica,Čadca,Žilinský kraj,49.43503,18.78895
Nová Dedina,Levice,Nitriansky kraj,48.21563,18.60705
Nová Dedinka,Senec,Bratislavský kraj,48.21951,17.40043
Nová Dubnica,Ilava,Trenčiansky kraj,48.83333,18.25
Nová Kelča,Vranov nad Topľou,Prešovský kraj,48.88836,21.68479
Nová Lehota,Nové Mesto nad Váhom,Trenčiansky kraj,48.75466,17.83506
Nová Lesná,Poprad,Prešovský kraj,49.12253,20.26737
Nová Ľubovňa,Stará Ľubovňa,Prešovský kraj,49.29859,20.6862
Nová Polhora,Košice-okolie,Košický kraj,48.66667,21.33333
Nová Polianka,Svidník,Prešovský kraj,49.30819,21.5703
Nová Sedlica,Snina,Prešovský kraj,48.98857,22.15099
Nová Ves,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Nová Ves nad Váhom,Nové Mesto nad Váhom,Trenčiansky kraj,48.75466,17.83506
Nová Ves nad Žitavou,Nitra,Nitriansky kraj,48.2903,18.32306
Nová Vieska,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Nováčany,Košice-okolie,Košický kraj,48.66667,21.33333
Nováky,Prievidza,Trenčiansky kraj,48.76667,18.63333
Nové Hony,Lučenec,Banskobystrický kraj,48.33249,19.66708
Nové Mesto nad Váhom,Nové Mesto nad Váhom,Trenčiansky kraj,48.75466,17.83506
Nové Sady,Nitra,Nitriansky kraj,48.48333,17.98333
Nové Zámky,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Novosad,Trebišov,Košický kraj,48.62858,21.71954
Novoť,Námestovo,Žilinský kraj,49.4079,19.48032
Nový Ruskov,Trebišov,Košický kraj,48.62858,21.71954
Nový Salaš,Košice-okolie,Košický kraj,48.66667,21.33333
Nový Svet,Senec,Bratislavský kraj,48.21951,17.40043
Nový Tekov,Levice,Nitriansky kraj,48.21563,18.60705
Nový Život,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Nýrovce,Levice,Nitriansky kraj,48.21563,18.60705
Ňagov,Medzilaborce,Prešovský kraj,49.16667,21.25
Ňárad,Dunajská Streda,Trnavský kraj,47.99268,17.61211
Obeckov,Veľký Krtíš,Banskobystrický kraj,48.21058,19.35043
Obid,Nové Zámky,Nitriansky kraj,47.98333,18.16667
Obišovce,Košice-okolie,Košický kraj,48.66667,21.33333
Oborín,Michalovce,Košický kraj,48.75434,21.9195
Obručné,Stará Ľubovňa,Prešovský kraj,49.29859,20.6862
Obyce,Zlaté Moravce,Nitriansky kraj,48.38553,18.40063
Očkov,Nové Mesto nad Váhom,Trenčiansky kraj,48.75466,17.83506
Očová,Zvolen,Banskobystrický kraj,48.57442,19.15324
